0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
,,,,,,,,,,,,,MANUFACTURING,,,,,,,,,,,"SIC  19,24,25,32-39",,,
,Annual,,,,,,,,,,,,,,Annual,,,,,,,,,,,,
Year,,January,February,March,April,May,June,July,August,Septembei,October,November,,,,January,February,,,,,,August,September,October,November,December
,Average,,,,,,,,,,,,,,Average,,,,,,,,,,,,
,,,,,,,,,,,,,,1959,"9,373","9,100","9,160","9,296","9,410","9,536","9,668","9,613","9,143","9,289","9,224","9,389","9,643"
,,,,,,,,,,,,,,1960,"9,459","9,672","9,706","9,650","9,595","9,560","9,540","9,383","9,346","9,429","9,322","9,246","9,063"
,,,,,WOMEN -  ACCESSIONS  PER  100  WOMEN,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1961,"9,070","8,892","8,795","8,803","8,865","9,026","9,136","9,080","9,114","9,218","9,232","9,355","9,324"
1958,,4.0,,,3.8,,,5.7,,,5.0,,,,,,,,"9,454",,,,,,,,
,,,,,,,,,,,,,,1962,"9,480","9,250","9,314","9,369",,"9,508","9,578","9,494","9,442","9,624","9,616","9,586","9,524"
1959,,4.8,,,4.8,,,6.1,,,4.9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1963,"9,616","9,460","9,450","9,478","9,561","9,636","9,697","9,618","9,557","9,748","9,754","9,730","9,699"
1960,,4.9,,,4.0,,,5.3,,,4.6,,,,,,,,,,9.868,,,,,,
,,,,,,,,,,,,,,1964,"9,816","9,599","9,610","9,665","9,728","9,768",,"9,820","9,805","10,068","9,774","10,031","10,054"
,,,,,,,,,,,,,,1965,"10,406","1 0 ,0 0 1","10,056","10,117","10,228","10,295","10,456","10,442","10,442","10,646","1 0 ,6 6 6","10,738","10,779"
1961,,4.6,,,4.7,,,5.9,,,5.7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1966,"11,284","10,765","10,891","10,996","11,123","11,219","11,414","11,314","11,354","11,546","11,590","11,609","11,586"
1962,,5.2,,,4.8,,,6 .2,,,5.1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1967,"11,439","11,491","11,476","11,454","11,398","11,389","11,492","11,324","11,382","11,377","11,353","11,571","11,564"
1963,,4.9,,,4.5,,,5.9,,,5.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1968,"11,626","11,500","11,487","11,498","11,554","11,579","11,726","11,630","11,541","11,700","11,708","11,783","11,801"
1964,,4.7,,,4.5,,,6 .0,,,5.2,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1969,"11,895","11,766","11,792","11,847","11,845","11,860","12,054","11,893","11,995","12,035","1 2 ,0 1 2","11,836","11,808"
1965,,4.9,,,4.5,,,6 .0,,,5.5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1970,"11,195","11,630","11,576","11,612","11,494","11,351","11,386","11,154","11,090","11,186","10,633","10,483","10,744"
1966,,5.4,,,5.3,,,6.3,,,6.1,,,,,,,,,,,,,,,,
1967,,5.0,,,4.3,,,5.7,,,5.6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1971,"10,597","10,619","10,569","10,531","10,545","10,601","10,690","10,499","10,512","10,681","10,642","10,654","10,623"
